Agency,City,State,NTD ID,Reporter Type,Report Year,Primary UZA Population,Agency VOMS,Mode,TOS,Mode VOMS,Guideway,Stations,Administrative Buildings,Maintenance Buildings,Passenger Vehicles,Other Vehicles,Fare Collection Equipment,Communication & Information Systems,Other,Total
Southern Teton Area Rapid Transit,Jackson,WY,0R01-80188,Rural,2016,0.0,3,MB,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lincoln County Transportation,Panaca,NV,9R04-91022,Rural,2016,0.0,3,DR,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Brandon - Brandon City Transit,Madison,SD,8R04-80154,Rural,2016,0.0,3,DR,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southeast Nebraska Community Action Partnership,Humboldt,NE,7R04-70112,Rural,2016,0.0,3,DR,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liberty Transit,Hinesville,GA,40193,Reduced,2016,51456.0,3,MB,PT,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Americus,Americus,GA,4R03-41149,Rural,2016,0.0,3,DR,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wolf Memorial Good Samaritan Center,Albion,NE,7R04-70202,Rural,2016,0.0,3,DR,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
River Parishes Transit Authority,LaPlace,LA,60112,Reduced,2016,899703.0,3,DR,PT,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102956.0
White Pine - Ely Bus,Ely,NV,9R04-91099,Rural,2016,0.0,3,DR,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7598.0
North Fork Rancheria of Mono Indians of California,North Fork,CA,99364,Reduced,2016,0.0,3,DR,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Village of Plover,Plover,WI,5R06-50277,Rural,2016,0.0,3,DT,PT,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Paola/Lakemary Center,Paola,KS,7R02-70178,Rural,2016,0.0,3,DR,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72894.0
City of Burlington,Burlington,MA,10180,Reduced,2016,4181019.0,3,MB,PT,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taylor County Transit,Butler,GA,4R03-41077,Rural,2016,0.0,3,DR,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39483.0
Cavalier County Senior Meals & Services,Langdon,ND,8R03-80233,Rural,2016,0.0,3,DR,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42990.0
Carter County,Lewistown,MT,8R02-80135,Rural,2016,0.0,3,DR,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Town of Bluefield/Graham Transit,Bluefield,VA,3R06-30164,Rural,2016,0.0,3,MB,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63398.0
Humanitarian Enterprises of Lincoln Parish,Ruston ,LA,6R02-60229,Rural,2016,0.0,3,DR,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Airport Corridor Transportation Association,Pittsburgh,PA,30990,Reduced,2016,1733853.0,3,DR,PT,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Central City,Central City,NE,7R04-70234,Rural,2016,0.0,3,DR,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51652.0
Elbert County,Elberton,GA,4R03-41021,Rural,2016,0.0,3,DR,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Douglas County (Illinois),Tuscola,IL,5R01-55315,Rural,2016,0.0,3,DR,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113510.0
City of Socorro,Socorro,NM,6R03-60157,Rural,2016,0.0,3,DR,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225492.0
McKinney Avenue Transit Authority,Dallas,TX,60133,Full,2016,5121892.0,3,SR,DO,3,122000.0,0.0,0.0,0.0,95391.0,0.0,0.0,0.0,0.0,217391.0
City of Mount Vernon,Mt. Vernon,MO,7R03-70085,Rural,2016,0.0,3,DR,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dodge County Transit,Eastman,GA,4R03-40956,Rural,2016,0.0,3,DR,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Walker County Commission,Jasper,AL,4R01-41173,Rural,2016,0.0,3,DR,PT,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Doniphan County Services and Workskills,Elwood,KS,7R02-70142,Rural,2016,0.0,3,DR,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Louisburg Area Senior Citizens, Inc.",Louisburg,KS,7R02-70184,Rural,2016,0.0,3,DR,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Groton Community Transit, Inc.",Groton,SD,8R04-80232,Rural,2016,0.0,3,DR,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Squaxin Island Tribe,Shelton,WA,103,Reduced,2016,0.0,3,MB,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Hollywood,Hollywood,FL,40255,Reduced,2016,5502379.0,3,MB,PT,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crawford County Transit,Roberta,GA,4R03-41176,Rural,2016,0.0,3,DR,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jackson County,Jefferson,GA,4R03-41154,Rural,2016,0.0,3,DR,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79203.0
Town of Chincoteague,Chincoteague Island,VA,3R06-30147,Rural,2016,0.0,3,MB,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89391.0
Putnam County CommissionTransit,Eatonton,GA,4R03-40945,Rural,2016,0.0,3,DR,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.0
City of Whitewater,Whitewater,WI,5R06-50375,Rural,2016,0.0,3,DT,PT,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51549.0
Peach County Transit,Fort Valley,GA,4R03-40910,Rural,2016,0.0,3,DR,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39358.0
Village of Milan,Milan,NM,6R03-60148,Rural,2016,0.0,3,DR,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inter-Lakes Community Action,Madison,SD,8R04-80282,Rural,2016,0.0,3,DR,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Poarch Band of Creek Indians,Atmore,AL,44919,Reduced,2016,0.0,3,DR,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Walsh County Transportation Program,Park River,ND,8R03-80296,Rural,2016,0.0,3,DR,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Driggs,Driggs,ID,0R01-00402,Rural,2016,0.0,3,MB,PT,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bleckley County Transit,Cochran,GA,4R03-41196,Rural,2016,0.0,3,DR,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78896.0
Town of Lexington,Lexington,MA,10181,Reduced,2016,4181019.0,3,MB,PT,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blue Lake Rancheria,Blue Lake,CA,99292,Reduced,2016,0.0,3,MB,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goliad County,Goliad,TX,6R05-66281,Rural,2016,0.0,3,DR,PT,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ute Tribe,Fort Duchesne,UT,88200,Reduced,2016,0.0,3,MB,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182110.0
Coastal Community Action Program,Aberdeen,WA,0R03-00398,Rural,2016,0.0,3,DR,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gordon County Transit,Calhoun,GA,4R03-41163,Rural,2016,0.0,3,DR,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Moscow,Moscow,ID,0R01-00288,Rural,2016,0.0,3,VP,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rock County,Luverne,MN,5R04-50512,Rural,2016,0.0,3,DR,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71008.0
Avera Creighton Hospital,Creighton,NE,7R04-70216,Rural,2016,0.0,3,DR,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Lamar,Lamar,MO,7R03-70211,Rural,2016,0.0,3,DR,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anderson County Council on Aging,Garnett,KS,7R02-70204,Rural,2016,0.0,3,DR,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55975.0
City of Port Jervis,Port Jervis,NY,2R02-20988,Rural,2016,0.0,3,MB,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lincoln County Transit,Lincolnton,GA,4R03-40961,Rural,2016,0.0,3,DR,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of River Falls,River Falls,WI,5R06-50303,Rural,2016,0.0,3,DT,PT,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33240.0
Project Concern,Atchinson,KS,7R02-70267,Rural,2016,0.0,3,DR,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52440.0
Los Angeles County Dept. of Public Works - Willowbrook et al.,Alhambra,CA,90279,Reduced,2016,12150996.0,3,DR,PT,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell Senior Citizens Ago-Go, Inc.",Powell,WY,8R05-88219,Rural,2016,0.0,3,DR,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turtle Mtn. Nutrition & Support Services,Belcourt,ND,80212,Reduced,2016,0.0,3,DR,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Mashpee Wampanoag Tribe,Mashpee,MA,10184,Reduced,2016,246695.0,3,DR,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0
Valley County Hospital,Ord,NE,7R04-70130,Rural,2016,0.0,3,DR,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lancaster Co Rural Transit,Lincoln,NE,7R04-70164,Rural,2016,0.0,3,DR,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Community Senior Service Center,Osawatomie,KS,7R02-70245,Rural,2016,0.0,3,DR,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniels Memorial Healthcare Foundation,Scobey,MT,8R02-80205,Rural,2016,0.0,3,DR,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37968.0
Turner County,Ashburn,GA,4R03-41036,Rural,2016,0.0,3,DR,DO,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39483.0
Town of Cranberry Isles,Islesford,ME,1R03-10153,Rural,2016,0.0,3,FB,PT,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Black River Falls,Black River Falls,WI,5R06-50239,Rural,2016,0.0,3,DT,PT,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Guadalupe,GUADALUPE,CA,9R02-91043,Rural,2016,0.0,3,MB,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436934.0
Lac du Flambeau Band of Lake Superior Chippewa Indians,Lac Du Flambeau,WI,55300,Reduced,2016,0.0,3,DR,PT,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0
"Saint Peter, City of",St. Peter,MN,5R04-50325,Rural,2016,0.0,3,DR,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62040.0
Watonwan County,St. James,MN,5R04-50448,Rural,2016,0.0,3,DR,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hibbing, City of",Hibbing,MN,5R04-50332,Rural,2016,0.0,3,DR,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Solvang,Solvang,CA,9R02-91028,Rural,2016,0.0,3,MB,PT,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95923.0
Municipality of Catano,Catano,PR,40163,Reduced,2016,2148346.0,3,MB,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reno-Sparks Indian Colony,Reno,NV,90011,Reduced,2016,0.0,3,MB,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13500.0
City of Chowchilla,Chowchilla,CA,9R02-91071,Rural,2016,0.0,3,DR,PT,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19142.0
Modoc Transportation Agency,Alturas,CA,9R02-91008,Rural,2016,0.0,3,MB,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79110.0
"Le Sueur, City of",Le Sueur,MN,5R04-50460,Rural,2016,0.0,3,DR,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northern Cheyenne Tribe,Lame Deer,MT,88116,Reduced,2016,0.0,3,MB,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gulkana Village Council,Gakona,AK,85,Reduced,2016,0.0,3,MB,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51692.0
City of Solvang,Solvang,CA,9R02-91028,Rural,2016,0.0,3,DR,PT,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47889.0
Municipality of Catano,Catano,PR,40163,Reduced,2016,2148346.0,3,DR,DO,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gulkana Village Council,Gakona,AK,85,Reduced,2016,0.0,3,DR,DO,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5743.0
Reno-Sparks Indian Colony,Reno,NV,90011,Reduced,2016,0.0,3,DR,DO,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31500.0
"Saint Peter, City of",St. Peter,MN,5R04-50325,Rural,2016,0.0,3,MB,DO,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11934.0
Northern Cheyenne Tribe,Lame Deer,MT,88116,Reduced,2016,0.0,3,DR,DO,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Watonwan County,St. James,MN,5R04-50448,Rural,2016,0.0,3,MB,DO,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hibbing, City of",Hibbing,MN,5R04-50332,Rural,2016,0.0,3,MB,DO,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Chowchilla,Chowchilla,CA,9R02-91071,Rural,2016,0.0,3,MB,PT,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Modoc Transportation Agency,Alturas,CA,9R02-91008,Rural,2016,0.0,3,DR,DO,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30026.0
City of Guadalupe,GUADALUPE,CA,9R02-91043,Rural,2016,0.0,3,DR,DO,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64668.0
Lac du Flambeau Band of Lake Superior Chippewa Indians,Lac Du Flambeau,WI,55300,Reduced,2016,0.0,3,MB,PT,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Le Sueur, City of",Le Sueur,MN,5R04-50460,Rural,2016,0.0,3,MB,DO,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ute Tribe,Fort Duchesne,UT,88200,Reduced,2016,0.0,3,DR,DO,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Salisbury - Salisbury,Salisbury,NC,40233,Reduced,2016,214881.0,3,DR,PT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Bisbee,Bisbee,AZ,9R01-91121,Rural,2016,0.0,2,MB,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102457.0
City Of McCook Public Transit,McCook,NE,7R04-70232,Rural,2016,0.0,2,DR,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sheridan County Public Transit,Chadron,NE,7R04-70058,Rural,2016,0.0,2,DR,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of McFarland,McFarland,CA,9R02-91110,Rural,2016,0.0,2,DR,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151595.0
Banks County Transit,Homer,GA,4R03-40985,Rural,2016,0.0,2,DR,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39541.0
City of Tehachapi,Tehachapi,CA,9R02-91074,Rural,2016,0.0,2,DR,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Silverton,Silverton,OR,0R02-00300,Rural,2016,0.0,2,DR,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shoshone and Arapaho Tribes DOT,Fort Washakie,WY,80015,Reduced,2016,0.0,2,DR,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lemhi Ride,Salmon,ID,0R01-00403,Rural,2016,0.0,2,DR,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"East Dakota Transit, Inc.",Madison,SD,8R04-80190,Rural,2016,0.0,2,DR,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Havasupai Tribe,Supai,AZ,99298,Reduced,2016,0.0,2,DR,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Coral Springs,Coral Springs,FL,40253,Reduced,2016,5502379.0,2,MB,PT,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peoples Express,Whitmore Lake,MI,5R03-55321,Rural,2016,0.0,2,DR,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65534.0
Bacon County,Alma,GA,4R03-41147,Rural,2016,0.0,2,DR,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Santa Fe Springs,Santa Fe Springs,CA,90290,Reduced,2016,12150996.0,2,DR,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kaser Bus Service,Monsey,NY,20176,Reduced,2016,18351295.0,2,MB,PT,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Hartford,Hartford,WI,50210,Reduced,2016,68444.0,2,DR,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of New Richmond,New Richmond,WI,5R06-50360,Rural,2016,0.0,2,DT,PT,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kingman County Council on Aging,Kingaman,KS,7R02-70206,Rural,2016,0.0,2,DR,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fallon County,Baker,MT,8R02-88217,Rural,2016,0.0,2,DR,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Adams Council on Aging,North Adams,MA,10192,Reduced,2016,59124.0,2,DR,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wheeler County Transit,Alamo,GA,4R03-41103,Rural,2016,0.0,2,DR,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39601.0
City of Neillsville,Neillsville,WI,5R06-50309,Rural,2016,0.0,2,DT,PT,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gove County Medical Center,Quinter,KS,7R02-70268,Rural,2016,0.0,2,DR,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Lawndale,Lawndale,CA,90280,Reduced,2016,12150996.0,2,MB,PT,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adams Council on Aging,Adams,MA,10185,Reduced,2016,59124.0,2,DR,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morongo Band of Mission Indians,Banning,CA,99358,Reduced,2016,0.0,2,DR,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53650.0
Hooker Co,Mullen,NE,7R04-70143,Rural,2016,0.0,2,DR,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Angeles County Dept. of Public Works - Florence-Firestone,Alhambra,CA,90273,Reduced,2016,12150996.0,2,MB,PT,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Beverly,Beverly,MA,10179,Reduced,2016,4181019.0,2,MB,PT,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glascock County Transit,Gibson,GA,4R03-41074,Rural,2016,0.0,2,DR,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wilcox County Transit,Abbeville,GA,4R03-41156,Rural,2016,0.0,2,DR,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39571.0
City of Chadron,Chadron,NE,7R04-70265,Rural,2016,0.0,2,DR,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51652.0
Guide Rock,Guide Rock,NE,7R04-70098,Rural,2016,0.0,2,DR,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Town of Altavista,Altavista,VA,3R06-30157,Rural,2016,0.0,2,MB,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59858.0
Rush County Public Transportation,LaCrosse,KS,7R02-70086,Rural,2016,0.0,2,DR,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36800.0
White Pass Community Services Coalition,Morton,WA,0R03-00366,Rural,2016,0.0,2,MB,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,860.0
City of Jefferson,Jefferson,WI,5R06-50396,Rural,2016,0.0,2,DT,PT,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Warren County Commission Transit,Warrenton,GA,4R03-40924,Rural,2016,0.0,2,DR,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39388.0
City of El Dorado Springs,El Dorado Springs,MO,7R03-70177,Rural,2016,0.0,2,DR,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pierce County Ferry Operations,Tacoma,WA,28,Full,2016,3059393.0,2,FB,PT,2,0.0,534713.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534713.0
Habersham County Transit,Clarkesville,GA,4R03-40994,Rural,2016,0.0,2,DR,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39564.0
City of Duarte,Duarte,CA,90264,Reduced,2016,12150996.0,2,MB,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Waupun,Waupun,WI,5R06-50350,Rural,2016,0.0,2,DT,PT,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30990.0
City of Bloomfield,Bloomfield,MO,7R03-70067,Rural,2016,0.0,2,DR,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Paola Senior Citizen Center, Inc.",Paola,KS,7R02-70163,Rural,2016,0.0,2,DR,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Laurel,Laurel,MT,8R02-80262,Rural,2016,0.0,2,DR,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Concordia Senior Citizen Center,Concordia,KS,7R02-70068,Rural,2016,0.0,2,DR,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elko Band Council,Elko,NV,99394,Reduced,2016,0.0,2,DR,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Medford,Medford,WI,5R06-50491,Rural,2016,0.0,2,DT,PT,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oldham's Public Bus,LaGrange,KY,40218,Reduced,2016,972546.0,2,MB,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Village of Prairie du Sac,Prairie du Sac,WI,5R06-50291,Rural,2016,0.0,2,DT,PT,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Benson, City of",Benson,MN,5R04-50451,Rural,2016,0.0,2,DR,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64277.0
Lac Courte Oreilles Band of Ojibwe,Hayward,WI,55240,Reduced,2016,0.0,2,DR,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chemehuevi Indian Tribe,Havasu Lake ,CA,99316,Reduced,2016,0.0,2,FB,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32280.0
Lummi Nation,Bellingham,WA,95,Reduced,2016,0.0,2,MB,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Macon County Transit,Oglethrope,GA,4R03-40903,Rural,2016,0.0,2,DR,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nelson County Council On Aging,McVille,ND,8R03-80250,Rural,2016,0.0,2,DR,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rosebud Community Hospital,Forsyth,MT,8R02-80139,Rural,2016,0.0,2,DR,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Town of Beaver,Beaver,OK,6R04-60193,Rural,2016,0.0,2,DR,DO,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
