ntd_id,agency_name,reporting_module,mode,expense_type,passenger_paid_fares,organization_paid_fares,total_fares
50354,City of Huntingburg,Rural,DR,Funds Expended on Operations,16921,0.0,16921.0
50355,Barry County Transit,Rural,DR,Funds Expended on Operations,115216,0.0,115216.0
50356,Delta Area Transit Authority,Rural,DR,Funds Expended on Operations,89195,0.0,89195.0
50358,City of New Castle,Rural,DR,Funds Expended on Operations,2815,0.0,2815.0
50359,City of Stevens Point,Rural,DR,Funds Expended on Operations,94035,0.0,94035.0
50359,City of Stevens Point,Rural,MB,Funds Expended on Operations,219264,0.0,219264.0
50360,City of New Richmond,Rural,DR,Funds Expended on Operations,40914,17350.0,58264.0
50361,Huntington County Council on Aging,Rural,DR,Funds Expended on Operations,41388,0.0,41388.0
50362,Huron County Transit,Rural,DR,Funds Expended on Operations,35476,0.0,35476.0
50363,Scioto County/Access Scioto County,Rural,DR,Funds Expended on Operations,23841,0.0,23841.0
50364,Jo Daviess County,Rural,DR,Funds Expended on Operations,12232,9996.0,22228.0
50365,Area IV Agency on Aging and Community Action Programs,Rural,DR,Funds Expended on Operations,3767,0.0,3767.0
50366,Door County,Rural,DR,Funds Expended on Operations,5847,0.0,5847.0
50366,Door County,Rural,DR,Funds Expended on Operations,118159,27612.0,145771.0
50369,"Manistee County Transportation, Inc.",Rural,DR,Funds Expended on Operations,121814,0.0,121814.0
50370,Huron Transit Corporation,Rural,DR,Funds Expended on Operations,1109178,0.0,1109178.0
50371,Ontonagon County Public Transit,Rural,DR,Funds Expended on Operations,51023,0.0,51023.0
50374,Cadillac/Wexford Transit Authority,Rural,DR,Funds Expended on Operations,107426,0.0,107426.0
50375,City of Whitewater,Rural,DR,Funds Expended on Operations,62189,8767.0,70956.0
50377,Hancock Area Transportation Services,Rural,DR,Funds Expended on Operations,82108,0.0,82108.0
50379,Becker County Transit,Rural,DR,Funds Expended on Operations,65709,0.0,65709.0
50382,Ashland Public Transit,Rural,DR,Funds Expended on Operations,63879,0.0,63879.0
50383,Van Buren Public Transit,Rural,DR,Funds Expended on Operations,107296,0.0,107296.0
50384,Brown County Family Services,Rural,DR,Funds Expended on Operations,20355,19608.0,39963.0
50385,Hancock County,Rural,DR,Funds Expended on Operations,672,0.0,672.0
50386,Houghton Motor Transit Line,Rural,DR,Funds Expended on Operations,33043,0.0,33043.0
50386,Houghton Motor Transit Line,Rural,MB,Funds Expended on Operations,81,68000.0,68081.0
50387,Union County Council on Aging,Rural,DR,Funds Expended on Operations,20558,0.0,20558.0
50388,Marion Area Transit,Rural,DR,Funds Expended on Operations,65456,0.0,65456.0
50389,Orange County First Chance Center,Rural,DR,Funds Expended on Operations,15682,0.0,15682.0
50390,Ashtabula County Transportation System,Rural,DR,Funds Expended on Operations,23436,0.0,23436.0
50390,Ashtabula County Transportation System,Rural,MB,Funds Expended on Operations,16806,0.0,16806.0
50391,City of Edgerton,Rural,DR,Funds Expended on Operations,12272,1170.0,13442.0
50392,YMCA of Vincennes,Rural,DR,Funds Expended on Operations,19039,0.0,19039.0
50394,Trailblazer Joint Powers Board,Rural,DR,Funds Expended on Operations,253989,1088200.0,1342189.0
50395,Gladwin City/County Transit,Rural,DR,Funds Expended on Operations,154242,0.0,154242.0
50396,City of Jefferson,Rural,DR,Funds Expended on Operations,29207,3608.0,32815.0
50397,Hubbard County,Rural,DR,Funds Expended on Operations,41915,0.0,41915.0
50397,Hubbard County,Rural,MB,Funds Expended on Operations,6665,15565.0,22230.0
50398,Belding-Dial-A-Ride,Rural,DR,Funds Expended on Operations,37439,0.0,37439.0
50399,Fayette County Council Agency on Aging and Aged,Rural,DR,Funds Expended on Operations,34946,0.0,34946.0
50400,City of Fort Atkinson,Rural,DR,Funds Expended on Operations,70498,26821.0,97319.0
50401,Bay Area Rural Transit Commission,Rural,MB,Funds Expended on Operations,121739,0.0,121739.0
50403,Wells County Council on Aging,Rural,DR,Funds Expended on Operations,21866,0.0,21866.0
50404,Greenville Transit,Rural,DR,Funds Expended on Operations,45562,0.0,45562.0
50405,City of Wisconsin Rapids,Rural,DR,Funds Expended on Operations,181375,156319.0,337694.0
50406,Lancaster Public Transit System,Rural,DR,Funds Expended on Operations,44413,0.0,44413.0
50406,Lancaster Public Transit System,Rural,MB,Funds Expended on Operations,30864,0.0,30864.0
50408,"Hancock, City of",Rural,DR,Funds Expended on Operations,53648,0.0,53648.0
50409,Clintonville Transit Commission,Rural,DR,Funds Expended on Operations,6318,2501.0,8819.0
50410,Fayette County Transportation Program,Rural,DR,Funds Expended on Operations,10563,0.0,10563.0
50410,Fayette County Transportation Program,Rural,MB,Funds Expended on Operations,1100,0.0,1100.0
50411,Logan County,Rural,DR,Funds Expended on Operations,35,0.0,35.0
50412,City of Freeport,Rural,DR,Funds Expended on Operations,62693,0.0,62693.0
50413,Bay Area Transportation Authority,Rural,DR,Funds Expended on Operations,108858,0.0,108858.0
50413,Bay Area Transportation Authority,Rural,MB,Funds Expended on Operations,309826,0.0,309826.0
50414,West Central Mass Transit District,Rural,DR,Funds Expended on Operations,91181,0.0,91181.0
50415,Greenville Transit System,Rural,DR,Funds Expended on Operations,77415,0.0,77415.0
50416,Mecosta Osceola Transit Authority,Rural,DR,Funds Expended on Operations,28188,0.0,28188.0
50418,City of Tomah,Rural,DR,Funds Expended on Operations,188501,103572.0,292073.0
50420,Tazewell County,Rural,DR,Funds Expended on Operations,111846,0.0,111846.0
50421,Morgan County Transit,Rural,DR,Funds Expended on Operations,28535,0.0,28535.0
50422,Noble County Council on Aging,Rural,DR,Funds Expended on Operations,63706,0.0,63706.0
50424,Transportation for Logan County,Rural,DR,Funds Expended on Operations,65769,0.0,65769.0
50425,Piatt County,Rural,DR,Funds Expended on Operations,34438,0.0,34438.0
50427,Marquette County Transit Authority,Rural,DR,Funds Expended on Operations,57645,0.0,57645.0
50427,Marquette County Transit Authority,Rural,MB,Funds Expended on Operations,22576,0.0,22576.0
50428,SEMCAC,Rural,DR,Funds Expended on Operations,92882,77633.0,170515.0
50430,"Fosston, City of",Rural,DR,Funds Expended on Operations,6727,0.0,6727.0
50431,City of Platteville,Rural,DR,Funds Expended on Operations,77121,33938.0,111059.0
50431,City of Platteville,Rural,MB,Funds Expended on Operations,1592,0.0,1592.0
50432,County of Kenosha,Rural,DR,Funds Expended on Operations,20809,0.0,20809.0
50433,Transportation Resources For Independent People of Sandusky (TRIPS),Rural,DR,Funds Expended on Operations,36580,0.0,36580.0
50434,Pickaway Area Rural Transit,Rural,DR,Funds Expended on Operations,9706,0.0,9706.0
50435,City of Lake Mills,Rural,DR,Funds Expended on Operations,11040,1281.0,12321.0
50436,St. Joseph County Transportation Authority,Rural,DR,Funds Expended on Operations,210340,0.0,210340.0
50436,St. Joseph County Transportation Authority,Rural,MB,Funds Expended on Operations,10018,0.0,10018.0
50437,Big Rapids Dial-A-Ride,Rural,DR,Funds Expended on Operations,79674,0.0,79674.0
50438,Logan Transit System,Rural,DR,Funds Expended on Operations,26745,0.0,26745.0
50440,Seneca-Crawford Area Transportation,Rural,DR,Funds Expended on Operations,61953,0.0,61953.0
50440,Seneca-Crawford Area Transportation,Rural,MB,Funds Expended on Operations,1009,0.0,1009.0
50441,Living Wells in Wabash County Council on Aging,Rural,DR,Funds Expended on Operations,17936,0.0,17936.0
50442,County of La Crosse,Rural,MB,Funds Expended on Operations,18674,0.0,18674.0
50444,White County Council on Aging,Rural,DR,Funds Expended on Operations,15073,0.0,15073.0
50446,Wadena County Social Services,Rural,DR,Funds Expended on Operations,68007,56697.0,124704.0
50447,Coles County,Rural,DR,Funds Expended on Operations,23911,0.0,23911.0
50447,Coles County,Rural,MB,Funds Expended on Operations,2258,0.0,2258.0
50448,Watonwan County,Rural,DR,Funds Expended on Operations,39622,16725.0,56347.0
50450,"Cedar Valley Services, Inc.",Rural,DR,Funds Expended on Operations,143478,41387.0,184865.0
50450,"Cedar Valley Services, Inc.",Rural,MB,Funds Expended on Operations,127065,37701.0,164766.0
50452,Antrim County Transportation,Rural,DR,Funds Expended on Operations,16969,0.0,16969.0
50453,Clare County Transit,Rural,DR,Funds Expended on Operations,88487,0.0,88487.0
50454,Miami County YMCA,Rural,DR,Funds Expended on Operations,29049,0.0,29049.0
50455,Gogebic County Transit,Rural,DR,Funds Expended on Operations,41735,0.0,41735.0
50456,Allegan County Transportation Services,Rural,DR,Funds Expended on Operations,92356,0.0,92356.0
50457,Benzie Transportation Authority,Rural,DR,Funds Expended on Operations,145579,0.0,145579.0
50458,Whiteside County,Rural,DR,Funds Expended on Operations,23584,4102.0,27686.0
50459,Ludington Mass Transportation Authority,Rural,DR,Funds Expended on Operations,147785,0.0,147785.0
50461,City of Manitowoc,Rural,DR,Funds Expended on Operations,5128,0.0,5128.0
50461,City of Manitowoc,Rural,MB,Funds Expended on Operations,131631,0.0,131631.0
50462,Harrison County Rural Transit,Rural,DR,Funds Expended on Operations,43627,0.0,43627.0
50463,Berrien County Public Transportation,Rural,DR,Funds Expended on Operations,20103,0.0,20103.0
50464,Pike County/Community Action Transit System,Rural,DR,Funds Expended on Operations,20682,0.0,20682.0
50464,Pike County/Community Action Transit System,Rural,MB,Funds Expended on Operations,3254,0.0,3254.0
50466,City of Beaver Dam,Rural,DR,Funds Expended on Operations,194878,19439.0,214317.0
50468,Whitley County Council on Aging,Rural,DR,Funds Expended on Operations,141325,0.0,141325.0
50470,City of Portage,Rural,DR,Funds Expended on Operations,289592,15381.0,304973.0
50471,"Southwestern MN Opportunity Council, Inc.",Rural,DR,Funds Expended on Operations,17537,0.0,17537.0
50471,"Southwestern MN Opportunity Council, Inc.",Rural,MB,Funds Expended on Operations,4516,0.0,4516.0
50473,Lenawee Transportation Corporation,Rural,DR,Funds Expended on Operations,28795,0.0,28795.0
50474,"Tri-County Action Program, Inc.",Rural,DR,Funds Expended on Operations,61514,26373.0,87887.0
50474,"Tri-County Action Program, Inc.",Rural,MB,Funds Expended on Operations,49463,224166.0,273629.0
50476,Yates Township Transportation System,Rural,DR,Funds Expended on Operations,27174,0.0,27174.0
50478,City of Marinette,Rural,DR,Funds Expended on Operations,114144,0.0,114144.0
50481,Columbiana County/Community Action Rural Transit System,Rural,DR,Funds Expended on Operations,76174,0.0,76174.0
50481,Columbiana County/Community Action Rural Transit System,Rural,MB,Funds Expended on Operations,5322,0.0,5322.0
50482,City of Prairie du Chien,Rural,DR,Funds Expended on Operations,67626,37931.0,105557.0
50483,Franklin County Senior Services,Rural,DR,Funds Expended on Operations,17542,0.0,17542.0
50484,Fulton County Council on Aging,Rural,DR,Funds Expended on Operations,45242,101364.0,146606.0
50487,"Sault Sainte Marie, City of",Rural,DR,Funds Expended on Operations,33276,0.0,33276.0
50489,Paul Bunyan Transit,Rural,DR,Funds Expended on Operations,53967,96277.0,150244.0
50489,Paul Bunyan Transit,Rural,MB,Funds Expended on Operations,0,4025.0,4025.0
50490,City of Reedsburg,Rural,DR,Funds Expended on Operations,106787,90171.0,196958.0
50491,City of Medford,Rural,DR,Funds Expended on Operations,18337,4050.0,22387.0
50492,Alma-Dial-A-Ride,Rural,DR,Funds Expended on Operations,95383,0.0,95383.0
50493,West Central Indiana Economic Development District,Rural,DR,Funds Expended on Operations,6574,0.0,6574.0
50494,Dowagiac Dial-A--Ride,Rural,DR,Funds Expended on Operations,21760,0.0,21760.0
50495,Interurban Transit Authority,Rural,DR,Funds Expended on Operations,51555,0.0,51555.0
50496,Shelby County,Rural,DR,Funds Expended on Operations,37531,0.0,37531.0
50497,Shelby Public Transit,Rural,DR,Funds Expended on Operations,46656,0.0,46656.0
50499,Paul Philippe Resource Center,Rural,DR,Funds Expended on Operations,19517,0.0,19517.0
50500,City of Rhinelander,Rural,DR,Funds Expended on Operations,203642,56690.0,260332.0
50501,City of Seymour,Rural,DR,Funds Expended on Operations,48060,0.0,48060.0
50502,City of Galesburg,Rural,DR,Funds Expended on Operations,9894,3601.0,13495.0
50502,City of Galesburg,Rural,MB,Funds Expended on Operations,31708,3000.0,34708.0
50503,Crawford County Transportation Authority,Rural,DR,Funds Expended on Operations,182333,0.0,182333.0
50504,Productive Alternatives,Rural,DR,Funds Expended on Operations,25380,0.0,25380.0
50504,Productive Alternatives,Rural,MB,Funds Expended on Operations,5715,0.0,5715.0
50505,City of Merrill,Rural,MB,Funds Expended on Operations,55354,119.0,55473.0
50506,City of Berlin,Rural,DR,Funds Expended on Operations,41125,6750.0,47875.0
50507,Sawyer County/LCO Transit Commission,Rural,DR,Funds Expended on Operations,274179,0.0,274179.0
50510,"Three Rivers Community Action, Inc.",Rural,DR,Funds Expended on Operations,84972,110693.0,195665.0
50510,"Three Rivers Community Action, Inc.",Rural,MB,Funds Expended on Operations,78244,105376.0,183620.0
50511,ALTRAN Transit Authority,Rural,DR,Funds Expended on Operations,266916,0.0,266916.0
50513,City of Mauston,Rural,DR,Funds Expended on Operations,51434,17990.0,69424.0
50514,Ionia Dial-A-Ride,Rural,DR,Funds Expended on Operations,80927,0.0,80927.0
50516,City of Plymouth,Urban,DR,Funds Earned During Period,82960,330.0,83290.0
50516,City of Plymouth,Urban,MB,Funds Earned During Period,215345,0.0,215345.0
50517,City of Maple Grove,Urban,DR,Funds Earned During Period,75921,0.0,75921.0
50517,City of Maple Grove,Urban,MB,Funds Earned During Period,411139,0.0,411139.0
50518,SouthWest Transit,Urban,DR,Funds Earned During Period,408933,0.0,408933.0
50518,SouthWest Transit,Urban,MB,Funds Earned During Period,677490,0.0,677490.0
50519,Minnesota Valley Transit Authority,Urban,DR,Funds Earned During Period,76641,0.0,76641.0
50519,Minnesota Valley Transit Authority,Urban,MB,Funds Earned During Period,1963874,0.0,1963874.0
50520,"Arrowhead Economic Opportunity Agency, Inc.",Rural,DR,Funds Expended on Operations,301535,0.0,301535.0
50520,"Arrowhead Economic Opportunity Agency, Inc.",Rural,MB,Funds Expended on Operations,154977,1236021.0,1390998.0
50521,Chicago Water Taxi (Wendella),Urban,FB,Funds Earned During Period,142473,0.0,142473.0
50522,Lake Erie Transportation Commission,Urban,DR,Funds Earned During Period,53135,4327.0,57462.0
50522,Lake Erie Transportation Commission,Urban,MB,Funds Earned During Period,83187,8038.0,91225.0
50524,YWCA Madison Inc.,Urban,DR,Funds Expended on Operations,16243,96240.0,112483.0
50525,Hamilton County,Urban,DR,Funds Expended on Operations,38403,89683.0,128086.0
55228,Menominee Indian Tribe of Wisconsin,Tribe,DR,Funds Expended on Operations,35365,0.0,35365.0
55228,Menominee Indian Tribe of Wisconsin,Tribe,MB,Funds Expended on Operations,33472,0.0,33472.0
55234,Red Lake Band of the Chippewa,Tribe,DR,Funds Expended on Operations,5060,0.0,5060.0
55234,Red Lake Band of the Chippewa,Tribe,MB,Funds Expended on Operations,7590,0.0,7590.0
55240,Lac Courte Oreilles Band of Ojibwe,Tribe,DR,Funds Expended on Operations,4981,0.0,4981.0
55246,Fond du Lac Reservation,Tribe,DR,Funds Expended on Operations,10970,0.0,10970.0
55252,Bois Forte Reservation Tribal Council,Tribe,CB,Funds Expended on Operations,0,29726.0,29726.0
55252,Bois Forte Reservation Tribal Council,Tribe,DR,Funds Expended on Operations,0,123796.0,123796.0
55258,Leech Lake Band of Ojibwe,Tribe,DR,Funds Expended on Operations,18399,0.0,18399.0
55258,Leech Lake Band of Ojibwe,Tribe,MB,Funds Expended on Operations,5190,0.0,5190.0
55270,White Earth Band of Chippewa,Tribe,MB,Funds Expended on Operations,45571,0.0,45571.0
55276,Oneida Tribe of Indians of Wisconsin,Tribe,DR,Funds Expended on Operations,25426,0.0,25426.0
55282,Bad River Band of Lake Superior Tribe of Chippewa,Tribe,MB,Funds Expended on Operations,26849,0.0,26849.0
55300,Lac du Flambeau Band of Lake Superior Chippewa Indians,Tribe,DR,Funds Expended on Operations,10388,954.0,11342.0
55307,Sangamon County,Rural,DR,Funds Expended on Operations,10939,0.0,10939.0
55308,City of Stoughton,Urban,DR,Funds Expended on Operations,72404,32668.0,105072.0
55310,Kankakee-Iroquois Regional Planning Commission,Rural,DR,Funds Expended on Operations,20021,0.0,20021.0
55313,Marshall County,Rural,DR,Funds Expended on Operations,6090,0.0,6090.0
55314,Central Community Transit,Rural,DR,Funds Expended on Operations,215477,406023.0,621500.0
55314,Central Community Transit,Rural,MB,Funds Expended on Operations,41765,78980.0,120745.0
55315,Douglas County (Illinois),Rural,DR,Funds Expended on Operations,1914,0.0,1914.0
55316,Jersey County,Rural,DR,Funds Expended on Operations,9627,31118.0,40745.0
55318,County of Walworth,Rural,DR,Funds Expended on Operations,81766,512.0,82278.0
55319,Oneida-Vilas Transit Commission,Rural,DR,Funds Expended on Operations,30353,0.0,30353.0
55319,Oneida-Vilas Transit Commission,Rural,MB,Funds Expended on Operations,4472,0.0,4472.0
55320,Faribault-Martin Counties Joint Powers,Rural,DR,Funds Expended on Operations,40332,10277.0,50609.0
55320,Faribault-Martin Counties Joint Powers,Rural,MB,Funds Expended on Operations,21206,2915.0,24121.0
55321,Peoples Express,Rural,DR,Funds Expended on Operations,96388,0.0,96388.0
55322,Western-Washtenaw Area Value Express,Rural,DR,Funds Expended on Operations,82088,0.0,82088.0
55322,Western-Washtenaw Area Value Express,Rural,MB,Funds Expended on Operations,1456,0.0,1456.0
55324,Washington County Commissioners,Rural,DR,Funds Expended on Operations,3473,0.0,3473.0
55324,Washington County Commissioners,Rural,MB,Funds Expended on Operations,5174,0.0,5174.0
55325,Minnesota River Valley Transit,Rural,DR,Funds Expended on Operations,5743,89683.0,95426.0
55326,"United Community Action Partnership, Inc.",Rural,DR,Funds Expended on Operations,277929,516412.0,794341.0
55326,"United Community Action Partnership, Inc.",Rural,MB,Funds Expended on Operations,9885,0.0,9885.0
55327,County of Clark,Rural,DR,Funds Expended on Operations,28893,17423.0,46316.0
55440,Key Opportunities,Rural,DR,Funds Expended on Operations,1593,0.0,1593.0
55469,Coshocton County Coordinated Transportation Agency,Rural,DR,Funds Expended on Operations,7324,0.0,7324.0
55474,"FRS Transportation, Inc",Rural,DR,Funds Expended on Operations,63918,0.0,63918.0
55480,Henry County Transportation Network,Rural,DR,Funds Expended on Operations,10953,0.0,10953.0
55491,Morrow County Area Transit,Rural,DR,Funds Expended on Operations,18840,0.0,18840.0
55657,Access Tusc,Rural,DR,Funds Expended on Operations,63624,0.0,63624.0
55664,Shelby Senior Services,Rural,DR,Funds Expended on Operations,21078,7135.0,28213.0
55665,Brown County YMCA,Rural,DR,Funds Expended on Operations,5471,7917.0,13388.0
60001,City of Amarillo,Urban,DR,Funds Expended on Operations,64,112841.0,112905.0
60001,City of Amarillo,Urban,MB,Funds Expended on Operations,552,0.0,552.0
60002,Chickasaw Nation,Tribe,DR,Funds Expended on Operations,2947,0.0,2947.0
60003,Choctaw Nation of Oklahoma,Tribe,DR,Funds Expended on Operations,0,191385.0,191385.0
60005,Comanche Nation,Tribe,DR,Funds Expended on Operations,63422,0.0,63422.0
60006,City of El Paso,Urban,DR,Funds Earned During Period,449277,0.0,449277.0
60006,City of El Paso,Urban,MB,Funds Earned During Period,4021398,0.0,4021398.0
60007,Fort Worth Transportation Authority,Urban,CR,Funds Earned During Period,1402665,11352.0,1414017.0
60007,Fort Worth Transportation Authority,Urban,DR,Funds Earned During Period,244307,50073.0,294380.0
60007,Fort Worth Transportation Authority,Urban,DR,Funds Earned During Period,395853,81133.0,476986.0
60007,Fort Worth Transportation Authority,Urban,MB,Funds Earned During Period,3035720,730412.0,3766132.0
60007,Fort Worth Transportation Authority,Urban,VP,Funds Earned During Period,1410877,0.0,1410877.0
60008,"Metropolitan Transit Authority of Harris County, Texas",Urban,CB,Funds Earned During Period,5047937,3349.0,5051286.0
60008,"Metropolitan Transit Authority of Harris County, Texas",Urban,CB,Funds Earned During Period,2188989,1028.0,2190017.0
60008,"Metropolitan Transit Authority of Harris County, Texas",Urban,DR,Funds Earned During Period,1500374,41995.0,1542369.0
60008,"Metropolitan Transit Authority of Harris County, Texas",Urban,LR,Funds Earned During Period,1866803,510477.0,2377280.0
60008,"Metropolitan Transit Authority of Harris County, Texas",Urban,MB,Funds Earned During Period,15585590,479344.0,16064934.0
60008,"Metropolitan Transit Authority of Harris County, Texas",Urban,MB,Funds Earned During Period,4218957,131051.0,4350008.0
60008,"Metropolitan Transit Authority of Harris County, Texas",Urban,RB,Funds Earned During Period,39195,303.0,39498.0
60008,"Metropolitan Transit Authority of Harris County, Texas",Urban,VP,Funds Earned During Period,1961315,0.0,1961315.0
60009,"Laredo Transit Management, Inc.",Urban,DR,Funds Earned During Period,43219,0.0,43219.0
60009,"Laredo Transit Management, Inc.",Urban,MB,Funds Earned During Period,2207171,0.0,2207171.0
60010,City of Lubbock,Urban,DR,Funds Earned During Period,222336,128855.0,351191.0
60010,City of Lubbock,Urban,MB,Funds Earned During Period,195562,3762381.0,3957943.0
60011,VIA Metropolitan Transit,Urban,DR,Funds Earned During Period,579307,0.0,579307.0
60011,VIA Metropolitan Transit,Urban,DR,Funds Earned During Period,836758,0.0,836758.0
60011,VIA Metropolitan Transit,Urban,DR,Funds Earned During Period,21540,0.0,21540.0
60011,VIA Metropolitan Transit,Urban,MB,Funds Earned During Period,10572299,911538.0,11483837.0
60011,VIA Metropolitan Transit,Urban,VP,Funds Earned During Period,1553610,0.0,1553610.0
60012,City of Waco,Urban,DR,Funds Earned During Period,124978,518443.0,643421.0
60012,City of Waco,Urban,MB,Funds Earned During Period,263153,1081870.0,1345023.0
60013,City of Port Arthur,Urban,DR,Funds Expended on Operations,22527,0.0,22527.0
60013,City of Port Arthur,Urban,MB,Funds Expended on Operations,72358,0.0,72358.0
60014,City of Brownsville,Urban,DR,Funds Earned During Period,28605,0.0,28605.0
60014,City of Brownsville,Urban,MB,Funds Earned During Period,756309,0.0,756309.0
60015,City of Galveston,Urban,DR,Funds Earned During Period,18880,0.0,18880.0
60015,City of Galveston,Urban,MB,Funds Earned During Period,108059,0.0,108059.0
60015,City of Galveston,Urban,SR,Funds Earned During Period,11680,0.0,11680.0
60016,City of Beaumont,Urban,DR,Funds Earned During Period,42696,4708.0,47404.0
60016,City of Beaumont,Urban,MB,Funds Earned During Period,195369,48842.0,244211.0
60017,Central Oklahoma Transportation and Parking Authority,Urban,DR,Funds Earned During Period,162820,0.0,162820.0
60017,Central Oklahoma Transportation and Parking Authority,Urban,FB,Funds Earned During Period,13636,0.0,13636.0
60017,Central Oklahoma Transportation and Parking Authority,Urban,MB,Funds Earned During Period,1679106,0.0,1679106.0
60017,Central Oklahoma Transportation and Parking Authority,Urban,SR,Funds Earned During Period,98854,0.0,98854.0
60018,Metropolitan Tulsa Transit Authority,Urban,DR,Funds Earned During Period,222854,82355.0,305209.0
60018,Metropolitan Tulsa Transit Authority,Urban,MB,Funds Earned During Period,1173983,222187.0,1396170.0
60018,Metropolitan Tulsa Transit Authority,Urban,MB,Funds Earned During Period,16563,690.0,17253.0
60019,City of Albuquerque,Urban,DR,Funds Earned During Period,49617,0.0,49617.0
60019,City of Albuquerque,Urban,MB,Funds Earned During Period,672432,66250.0,738682.0
60019,City of Albuquerque,Urban,RB,Funds Earned During Period,38268,0.0,38268.0
60022,Capital Area Transit System,Urban,DR,Funds Earned During Period,93948,38836.0,132784.0
60022,Capital Area Transit System,Urban,MB,Funds Earned During Period,1023717,31212.0,1054929.0
60023,City of Lake Charles,Urban,DR,Funds Expended on Operations,2484,0.0,2484.0
60023,City of Lake Charles,Urban,MB,Funds Expended on Operations,34260,2979.0,37239.0
60024,City of Shreveport,Urban,DR,Funds Earned During Period,5457,0.0,5457.0
60024,City of Shreveport,Urban,MB,Funds Earned During Period,610,0.0,610.0
60025,City of Alexandria,Urban,DR,Funds Expended on Operations,2423,0.0,2423.0
60025,City of Alexandria,Urban,MB,Funds Expended on Operations,210004,0.0,210004.0
60026,City of Monroe,Urban,DR,Funds Expended on Operations,7301,0.0,7301.0
60026,City of Monroe,Urban,MB,Funds Expended on Operations,172648,0.0,172648.0
60032,New Orleans Regional Transit Authority,Urban,DR,Funds Earned During Period,357245,33003.0,390248.0
60032,New Orleans Regional Transit Authority,Urban,FB,Funds Earned During Period,1019330,0.0,1019330.0
60032,New Orleans Regional Transit Authority,Urban,MB,Funds Earned During Period,6789815,0.0,6789815.0
60032,New Orleans Regional Transit Authority,Urban,SR,Funds Earned During Period,2481517,0.0,2481517.0
60033,Rock Region Metropolitan Transit Authority,Urban,DR,Funds Earned During Period,169940,0.0,169940.0
60033,Rock Region Metropolitan Transit Authority,Urban,DR,Funds Earned During Period,42247,0.0,42247.0
60033,Rock Region Metropolitan Transit Authority,Urban,MB,Funds Earned During Period,911200,106456.0,1017656.0
60033,Rock Region Metropolitan Transit Authority,Urban,VP,Funds Earned During Period,41270,0.0,41270.0
60034,City of Pine Bluff,Urban,DR,Funds Expended on Operations,15221,0.0,15221.0
60034,City of Pine Bluff,Urban,MB,Funds Expended on Operations,25647,0.0,25647.0
60035,City of Wichita Falls,Urban,MB,Funds Expended on Operations,257576,72070.0,329646.0
60038,Lafayette City-Parish Consolidated Government,Urban,DR,Funds Earned During Period,37343,0.0,37343.0
60038,Lafayette City-Parish Consolidated Government,Urban,MB,Funds Earned During Period,184533,0.0,184533.0
60040,City of Abilene,Urban,DR,Funds Expended on Operations,216695,0.0,216695.0
60040,City of Abilene,Urban,DR,Funds Expended on Operations,12358,0.0,12358.0
60040,City of Abilene,Urban,MB,Funds Expended on Operations,148166,0.0,148166.0
60041,City of Arlington,Urban,DR,Funds Earned During Period,51067,0.0,51067.0
60041,City of Arlington,Urban,DR,Funds Earned During Period,153201,0.0,153201.0
60041,City of Arlington,Urban,DR,Funds Earned During Period,2008390,0.0,2008390.0
60048,Capital Metropolitan Transportation Authority,Urban,CB,Funds Earned During Period,214017,20795.0,234812.0
60048,Capital Metropolitan Transportation Authority,Urban,DR,Funds Earned During Period,733970,0.0,733970.0
60048,Capital Metropolitan Transportation Authority,Urban,MB,Funds Earned During Period,6057911,6296245.0,12354156.0
60048,Capital Metropolitan Transportation Authority,Urban,VP,Funds Earned During Period,1178665,48100.0,1226765.0
60048,Capital Metropolitan Transportation Authority,Urban,YR,Funds Earned During Period,1022592,87304.0,1109896.0
60049,City of Las Cruces NM,Urban,DR,Funds Expended on Operations,23619,0.0,23619.0
60049,City of Las Cruces NM,Urban,MB,Funds Expended on Operations,72843,221313.0,294156.0
60051,Corpus Christi Regional Transportation Authority,Urban,DR,Funds Earned During Period,163506,0.0,163506.0
60051,Corpus Christi Regional Transportation Authority,Urban,MB,Funds Earned During Period,605659,157747.0,763406.0
60051,Corpus Christi Regional Transportation Authority,Urban,MB,Funds Earned During Period,58798,15314.0,74112.0
60051,Corpus Christi Regional Transportation Authority,Urban,VP,Funds Earned During Period,134777,258081.0,392858.0
60056,Dallas Area Rapid Transit,Urban,CR,Funds Earned During Period,2751968,0.0,2751968.0
60056,Dallas Area Rapid Transit,Urban,DR,Funds Earned During Period,1588456,0.0,1588456.0
60056,Dallas Area Rapid Transit,Urban,DR,Funds Earned During Period,25663,0.0,25663.0
60056,Dallas Area Rapid Transit,Urban,LR,Funds Earned During Period,13416398,0.0,13416398.0
60056,Dallas Area Rapid Transit,Urban,MB,Funds Earned During Period,16346620,0.0,16346620.0
60056,Dallas Area Rapid Transit,Urban,SR,Funds Earned During Period,120016,0.0,120016.0
60056,Dallas Area Rapid Transit,Urban,VP,Funds Earned During Period,19009,0.0,19009.0
60058,St. Bernard Parish,Urban,MB,Funds Expended on Operations,23286,0.0,23286.0
60059,Brazos Transit District,Urban,DR,Funds Earned During Period,120651,0.0,120651.0
60059,Brazos Transit District,Urban,MB,Funds Earned During Period,186598,0.0,186598.0
60062,"University of Arkansas, Fayetteville",Urban,DR,Funds Expended on Operations,0,15376.0,15376.0
